designation,ra,dec,clon,clat,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper
Gaia DR2 2674132988807867776,324.92552640590503,-2.651576672550865,21h39m42.13s,-02d39m05.68s,116,46403.48292241522,14.256335659197124,3254.9375,14.0219888687,13,24664.086146767022,69.48548472677498,354.9530639648,14.3712253571,13,31297.30469563078,50.94855606649049,614.2922973633,13.5231523514,1.2059739828,0,0.8480730057,0.3492364883,0.4988365173,0.1030000001,0.0458999984,0.2012999952
Gaia DR2 2674029596059596160,324.9983933087506,-3.187426672920956,21h39m59.61s,-03d11m14.74s,97,478.3972903940362,2.20927268183608,216.5406188965,18.9888935089,9,183.21478240886998,47.714569876078805,3.8398079872,19.6939868927,9,573.3462391527718,32.08777977827397,17.8680553436,17.8658771515,1.5814492702,0,1.8281097412,0.7050933838,1.1230163574,,,
Gaia DR2 2674129136222394240,325.10469584252684,-2.7220828677636635,21h40m25.13s,-02d43m19.50s,132,233.70326226235466,1.312560907373193,178.051361084,19.7667045593,11,95.76252414299458,14.500078130105651,6.6042766571,20.398399353,15,223.6956999143528,8.453683707365855,26.4613285065,18.8877754211,1.3669395447,0,1.5106239319,0.6316947937,0.8789291382,,,
Gaia DR2 2674040350657703808,324.84777434806875,-3.188788938484105,21h39m23.47s,-03d11m19.64s,147,242.49000100092334,1.6952188589683812,143.04347229,19.7266311646,12,119.99483406206687,9.59439388742129,12.5067653656,20.1534824371,15,179.1434635536654,7.171439477416615,24.9801254272,19.1289176941,1.2336108685,0,1.024564743,0.4268512726,0.5977134705,,,
Gaia DR2 2674130029577552640,325.0645776771198,-2.691991109386559,21h40m15.50s,-02d41m31.17s,101,96.57374409801926,1.0696019790687208,90.2894210815,20.7262172699,6,83.9555312023968,38.016796483857796,2.2083799839,20.5412654877,9,117.56949946367074,8.37463698587538,14.0387573242,19.586183548,2.0867476463,0,0.9550819397,-0.1849517822,1.1400337219,,,
Gaia DR2 2674136248688190848,324.69254655576646,-2.7733007806354975,21h38m46.21s,-02d46m23.88s,79,97.22809389346871,1.1638007836767912,83.543586731,20.7188854218,6,67.78694029399891,22.651462353450107,2.9926075935,20.7735233307,9,87.48773750308204,13.021329673321906,6.7188019753,19.9070510864,1.5970145464,0,0.8664722443,0.0546379089,0.8118343353,,,
Gaia DR2 2674039457304495744,324.9039913919127,-3.1983875755762283,21h39m36.96s,-03d11m54.20s,120,314.03438941113916,1.6775647731281647,187.1965789795,19.4459228516,11,139.9471601883114,18.413507991050242,7.6002445221,19.9864788055,12,233.38144918039487,19.657999276940934,11.8720855713,18.8417549133,1.1888144016,0,1.1447238922,0.540555954,0.6041679382,,,
Gaia DR2 2674056022993886720,325.1776588617279,-3.0213642589029317,21h40m42.64s,-03d01m16.91s,123,119.59192921208027,1.0794518060026859,110.7895050049,20.4941101074,9,47.55707139316437,9.444940220171224,5.0351901054,21.1583499908,12,139.04421875662533,12.650950352417572,10.9908123016,19.4040374756,1.5603168011,0,1.7543125153,0.6642398834,1.0900726318,,,
Gaia DR2 2674075981707006976,325.18455290062064,-2.8494028220701297,21h40m44.29s,-02d50m57.85s,133,409.33326561071436,1.4001529830542603,292.3489685059,19.1581726074,13,211.63148932995935,4.888752753781492,43.2894630432,19.537437439,13,269.77228297848836,9.308403424225535,28.981584549,18.6844272614,1.1760680676,0,0.8530101776,0.3792648315,0.4737453461,,,
Gaia DR2 2674055262784453248,325.1541300664783,-3.0694708493727116,21h40m36.99s,-03d04m10.10s,53,90.21191534673235,1.4635189186483675,61.6404151917,20.8002052307,4,38.924277990164896,10.59639037304913,3.6733524799,21.375837326,5,100.46355152287362,9.355569355113861,10.738368988,19.75689888,1.5451154709,0,1.618938446,0.5756320953,1.0433063507,,,
Gaia DR2 2674044336387409664,324.7465247763279,-3.1368249784967284,21h38m59.17s,-03d08m12.57s,83,94.19337912859689,1.5688734669373363,60.0388641357,20.7533149719,4,52.22079299924767,9.964208738538957,5.2408370972,21.0567798615,5,27.34862632923903,7.452003579660302,3.6699695587,21.1695804596,0.844745338,0,-0.1128005981,0.3034648895,-0.4162654877,,,
Gaia DR2 2674029492980400000,325.0467108404591,-3.1688587053735233,21h40m11.21s,-03d10m07.89s,97,383.84878987670197,1.6881573491202497,227.3773803711,19.2279644012,9,113.97312968172132,27.805272623246942,4.0989756584,20.2093811035,10,472.41842394302785,10.595502106156387,44.5866966248,18.0761032104,1.5276628733,0,2.1332778931,0.9814167023,1.1518611908,,,
Gaia DR2 2674056224857747968,325.1866861056845,-2.99451866564461,21h40m44.80s,-02d59m40.27s,115,116.13116748200461,1.1184032805383237,103.8365783691,20.5259933472,6,76.32114497227737,27.254127944819526,2.8003518581,20.6447753906,9,128.5962187851442,9.042646397084008,14.2210826874,19.4888496399,1.7645337582,0,1.1559257507,0.1187820435,1.0371437073,,,
Gaia DR2 2674040900413511168,324.94313602613124,-3.1987115326623647,21h39m46.35s,-03d11m55.36s,96,758.8895451921599,2.622627839486939,289.3622741699,18.4879188538,8,409.11548817398034,24.742800655571603,16.5347290039,18.8217735291,9,584.3998044646722,38.12520135128578,15.3284387589,17.8451442719,1.3091697693,0,0.9766292572,0.3338546753,0.6427745819,,,
Gaia DR2 2674133293750776832,325.01170855913637,-2.665807360247777,21h40m02.81s,-02d39m56.91s,112,298.9620720143159,1.450040899741997,206.1749267578,19.4993247986,10,130.29353323574745,12.751611990746385,10.2178087234,20.064081192,11,202.38815858221415,13.708524097231429,14.7636728287,18.9964580536,1.1127889156,0,1.0676231384,0.5647563934,0.502866745,,,
Gaia DR2 2674078971004265472,325.18027275438135,-2.833989415864602,21h40m43.27s,-02d50m02.36s,122,354.68616310108536,1.4068998446921637,252.1047668457,19.3137550354,13,143.71313720747497,9.972082578921432,14.4115467072,19.9576473236,13,350.0378143979954,6.9277111399886575,50.5271949768,18.401632309,1.3920783997,0,1.5560150146,0.6438922882,0.9121227264,,,
Gaia DR2 2674093402095644160,324.6620432043175,-3.018059284838005,21h38m38.89s,-03d01m05.01s,50,84.00305358044612,1.5484822977924264,54.2486381531,20.8776283264,2,38.95214839659798,22.99908780810092,1.6936388016,21.3750591278,5,104.79948821300012,5.934553193042013,17.659204483,19.7110214233,1.7112667561,1,1.6640377045,0.4974308014,1.1666069031,,,
Gaia DR2 2674092272517831296,324.68495475829224,-3.066367151190311,21h38m44.39s,-03d03m58.92s,106,2820.2614154334324,3.3026009628501356,853.9515991211,17.0626430511,9,1277.5606382128683,24.44165319396275,52.2698135376,17.58543396,10,2137.492430031038,22.377780191544545,95.5185165405,16.4371585846,1.2108994722,0,1.1482753754,0.5227909088,0.6254844666,0.67900002,0.5259000063,0.8335999846
Gaia DR2 2674029492983064576,325.05283529698784,-3.166040938727298,21h40m12.68s,-03d09m57.75s,57,81.35517254810719,1.6833820774070056,48.3284072876,20.9124031067,5,55.02707668121267,15.476160112678022,3.5556027889,20.9999465942,7,111.56464795959567,17.02367009649123,6.553501606,19.6431026459,2.0477089882,0,1.3568439484,0.0875434875,1.2693004608,,,
Gaia DR2 2674073954482318208,325.19492278833144,-2.9488646208467806,21h40m46.78s,-02d56m55.91s,126,230.81638049929037,1.3500489569637661,170.9689025879,19.7801990509,13,122.77160577710548,9.000269796498447,13.6408805847,20.1286430359,14,180.17477830628795,10.327872906772065,17.4454879761,19.1226844788,1.3124995232,0,1.0059585571,0.348443985,0.6575145721,,,
Gaia DR2 2674132812714740096,324.95271652519466,-2.6520709454221256,21h39m48.65s,-02d39m07.46s,100,113.0027548413645,1.0204135499577054,110.7421188354,20.5556430817,6,42.120705451569854,8.466022577732314,4.9752650261,21.2901496887,7,100.48977646344298,12.000932473162152,8.3734970093,19.7566146851,1.2620089054,0,1.5335350037,0.7345066071,0.7990283966,,,
Gaia DR2 2674081925941858816,325.1306184795456,-2.7469789931323123,21h40m31.35s,-02d44m49.12s,123,128.19083423737513,1.2741430948631618,100.6094512939,20.4187240601,10,74.15537368175372,15.285697832894952,4.8512911797,20.6760311127,12,96.01411778236327,11.591839756450472,8.2829055786,19.8060817719,1.3274700642,0,0.8699493408,0.2573070526,0.6126422882,,,
Gaia DR2 2674055984339036288,325.1735525633454,-3.034177389448614,21h40m41.65s,-03d02m03.04s,115,673.2843266583941,2.140296021901073,314.5753173828,18.6178703308,11,268.6753518294339,15.951185107964594,16.8435974121,19.2783184052,12,652.1446437409473,10.874371877525633,59.9707870483,17.7260608673,1.367653966,0,1.5522575378,0.6604480743,0.8918094635,,,
Gaia DR2 2674039629103188736,324.8812018968724,-3.1971932775692813,21h39m31.49s,-03d11m49.90s,59,92.17205935908609,1.8072397259515383,51.0015678406,20.7768669128,4,54.19808861489216,6.727179194397036,8.0565843582,21.0164279938,5,110.40271839542652,26.11905351964917,4.2269034386,19.6544704437,1.7857993841,0,1.36195755,0.2395610809,1.1223964691,,,
Gaia DR2 2674039633398290048,324.8868650999614,-3.1981027203494223,21h39m32.85s,-03d11m53.17s,81,142.28337204242294,1.9886482436018562,71.5477828979,20.305480957,0,,,,,0,,,,,,2,,,,,,
Gaia DR2 2674096631910078592,324.6503715617258,-2.9782336552091278,21h38m36.09s,-02d58m41.64s,86,176.70989077452282,1.7032073956454719,103.7512435913,20.0702133179,6,64.97905585677239,12.064048213650558,5.3861732483,20.8194541931,10,230.31255300801072,17.385909027992195,13.2470817566,18.8561267853,1.6710530519,0,1.9633274078,0.7492408752,1.2140865326,,,
Gaia DR2 2674130235734050560,325.0562824598309,-2.685132538090417,21h40m13.51s,-02d41m06.48s,118,156.44588643880644,1.243918710828895,125.7685775757,20.2024555206,8,71.8477813808183,8.96746481879772,8.0120506287,20.7103538513,10,116.21239378175133,9.703165979230299,11.9767503738,19.5987892151,1.202078104,0,1.1115646362,0.5078983307,0.6036663055,,,
Gaia DR2 2674039633398643456,324.88727169731067,-3.198450704416735,21h39m32.95s,-03d11m54.42s,114,12156.905745362657,6.442113135194709,1887.0991210938,15.476307869,11,5481.163080707078,23.412289278043218,234.1147918701,16.0042057037,13,9623.248046543698,15.031186004796735,640.2188110352,14.8036155701,1.2424552441,0,1.2005901337,0.5278978348,0.6726922989,0.023,0.0019,0.1208000034
Gaia DR2 2674138104114121088,324.7532188748122,-2.706144968234705,21h39m00.77s,-02d42m22.12s,130,451.8281156201213,1.4953884290003099,302.1476745605,19.0509319305,12,175.99986953767814,7.773850289653704,22.6399879456,19.7376079559,11,362.11364125673424,11.463170982873653,31.589307785,18.3648071289,1.1909694672,0,1.372800827,0.6866760254,0.6861248016,,,
Gaia DR2 2674144323226797184,324.84477320361736,-2.660078278150857,21h39m22.75s,-02d39m36.28s,108,1264.1017223592464,3.1110490254059444,406.3265075684,17.9339103699,9,659.79586450711,6.914751950979285,95.418586731,18.3028640747,10,842.8521524533984,8.32706346832016,101.2184143066,17.4475421906,1.1887081861,0,0.8553218842,0.3689537048,0.4863681793,,,
Gaia DR2 2674029218102468736,324.9868599787076,-3.192726293862709,21h39m56.85s,-03d11m33.81s,60,84.40070409387025,1.6532049997253804,51.0527763367,20.8725013733,5,111.79757574282857,29.178977098120153,3.8314425945,20.2303066254,7,98.02073311205397,12.709783682565465,7.7122268677,19.783624649,2.4859781265,0,0.4466819763,-0.6421947479,1.0888767242,,,
Gaia DR2 2674129239301616000,325.09872421679137,-2.7140281959790302,21h40m23.69s,-02d42m50.50s,129,138.05999177227542,1.2808908865163477,107.7843475342,20.3381958008,9,39.58791298871747,5.716779032500076,6.9248633385,21.3574810028,14,125.14798964372712,7.415226746850443,16.8771629333,19.5183601379,1.1932196617,0,1.8391208649,1.019285202,0.8198356628,,,
Gaia DR2 2674073954482300288,325.19445189992166,-2.962841107576784,21h40m46.67s,-02d57m46.23s,122,1158.916446324861,2.503317747302177,462.9522094727,18.0282344818,13,550.0029593128586,11.069593154497332,49.68592453,18.5004749298,14,850.2973281987872,15.024423493806179,56.5943412781,17.4379920959,1.2082840204,0,1.0624828339,0.472240448,0.5902423859,,,
Gaia DR2 2674129033143174784,325.1160359404484,-2.729794544937658,21h40m27.85s,-02d43m47.26s,121,246.7929116495003,1.7336120958345906,142.357635498,19.70753479,10,104.57416792429696,10.428889078747002,10.0273542404,20.3028278351,13,193.29798719741206,11.609533748007939,16.6499347687,19.0463523865,1.2069721222,0,1.2564754486,0.595293045,0.6611824036,,,
Gaia DR2 2674029424260912896,325.0251963348323,-3.180750404802573,21h40m06.05s,-03d10m50.70s,114,2428.828483450372,4.272324902156194,568.502746582,17.2248744965,11,517.8603085088329,11.560268415830143,44.7965660095,18.5658569336,13,3020.939296190146,9.71589529949417,310.927520752,16.0615653992,1.4569985867,0,2.5042915344,1.3409824371,1.1633090973,,,
Gaia DR2 2674075603749850752,325.1934587302109,-2.8784940940479107,21h40m46.43s,-02d52m42.58s,123,1380.3236876760227,2.5570164448737573,539.8180541992,17.8384132385,13,734.7130574923793,10.71492787353333,68.5691070557,18.1860942841,12,929.9653249015885,11.160637170766861,83.3254699707,17.3407535553,1.2060058117,0,0.8453407288,0.3476810455,0.4976596832,,,
Gaia DR2 2674096636204606976,324.64779261200283,-2.96953109173815,21h38m35.47s,-02d58m10.31s,115,29121.301894381213,10.041222606496788,2900.1748046875,14.527838707,11,14175.373044680691,18.291237621281095,774.981628418,14.9725522995,12,21481.029547120877,28.32844381084875,758.2848510742,13.9317827225,1.2244095802,0,1.040769577,0.4447135925,0.5960559845,0.0670000017,0.0097000003,0.1366000026
Gaia DR2 2674052995041455616,325.06978748655615,-3.157847459437963,21h40m16.75s,-03d09m28.25s,93,184.35408098818988,1.9615118095266448,93.985710144,20.0242347717,9,105.95374294144045,18.764214089090835,5.6465854645,20.2885971069,10,171.774543558713,11.70095505523059,14.6803865433,19.1745223999,1.5064938068,0,1.114074707,0.2643623352,0.8497123718,,,
Gaia DR2 2674100170962814720,324.65391792539594,-2.8517915020291325,21h38m36.94s,-02d51m06.45s,110,353.0978191237448,1.690231628670666,208.9049835205,19.3186283112,10,215.10850506602364,21.157473927672307,10.1670217514,19.519744873,12,316.12882070803164,26.571535275014828,11.8972730637,18.512260437,1.5045046806,0,1.007484436,0.2011165619,0.8063678741,,,
Gaia DR2 2674043305595226880,324.7842472367965,-3.1658073023917863,21h39m08.22s,-03d09m56.91s,112,877.3662884120206,2.2513457726256316,389.7074890137,18.3304138184,11,250.8076612965844,9.517261740835119,26.3529224396,19.3530368805,12,913.4929254467004,10.467522268057099,87.2692565918,17.3601570129,1.3270404339,0,1.9928798676,1.0226230621,0.9702568054,,,
Gaia DR2 2674144288867055616,324.828048833496,-2.664222086596868,21h39m18.73s,-02d39m51.20s,111,844.898755691486,2.227195114433541,379.3555297852,18.3713531494,12,334.29578488078806,18.46462228766327,18.1046638489,19.0410614014,13,736.4307442274471,15.150076875209049,48.6090431213,17.5940895081,1.2672837973,0,1.4469718933,0.669708252,0.7772636414,,,
Gaia DR2 2674096631910080128,324.6484798521508,-2.9764103354273104,21h38m35.64s,-02d58m35.08s,54,77.5196543476258,1.8789529173632393,41.2568359375,20.9648361206,2,61.24668952269807,38.11585132734939,1.6068561077,20.883682251,5,116.00601935968676,16.09820160541292,7.2061476707,19.6007194519,2.2865519524,1,1.2829627991,-0.0811538696,1.3641166687,,,
Gaia DR2 2674075986001337344,325.1895420030097,-2.8571026107072592,21h40m45.49s,-02d51m25.57s,95,86.02221786219143,1.153598798768351,74.568572998,20.8518390656,4,15.671108501103236,7.571963014059028,2.0696229935,22.3636379242,10,98.97209101170068,12.840634779848138,7.7077255249,19.7731380463,1.3327161074,0,2.5904998779,1.5117988586,1.0787010193,,,
Gaia DR2 2674093127216198400,324.66943201112076,-3.041748736992912,21h38m40.66s,-03d02m30.30s,107,1490.3031635975824,2.833613936851224,525.9372558594,17.7551784515,9,557.0129195912019,6.795353975115751,81.9696731567,18.4867248535,11,1356.3428448453285,17.467953745540367,77.6474914551,16.9309959412,1.2838702202,0,1.5557289124,0.731546402,0.8241825104,,,
Gaia DR2 2674093573892854912,324.6544168247289,-3.001718614750161,21h38m37.06s,-03d00m06.19s,102,170.1400188480355,1.868561399572146,91.0540161133,20.1113491058,7,72.33100225626133,10.819528682065902,6.6852269173,20.7030773163,8,145.78673688957366,12.27839387866416,11.8734369278,19.3526248932,1.2819895744,0,1.3504524231,0.5917282104,0.7587242126,,,
Gaia DR2 2674081925941859456,325.1324688766955,-2.7458612777581908,21h40m31.79s,-02d44m45.10s,113,133.78047058816603,1.2044630516735528,111.0706329346,20.3723831177,10,56.797878258897825,10.799581367021265,5.2592668533,20.9655570984,11,104.88048748421201,8.058009843325822,13.0156812668,19.7101840973,1.2085348368,0,1.2553730011,0.5931739807,0.6621990204,,,
Gaia DR2 2674091684106951296,324.6911983056689,-3.0806757868455086,21h38m45.89s,-03d04m50.43s,97,155.31454594993335,1.7570250324412229,88.3963165283,20.2103347778,8,78.99403472679559,9.534079176837691,8.2854394913,20.6074028015,10,91.17853542279713,9.936044705384612,9.1765422821,19.8621883392,1.0956641436,0,0.7452144623,0.3970680237,0.3481464386,,,
Gaia DR2 2674099964804344448,324.6461148049679,-2.884422636477975,21h38m35.07s,-02d53m03.92s,93,116.22767043266106,1.4380867057830526,80.8210449219,20.5250911713,7,63.41752238194093,9.78746554039164,6.4794631004,20.8458652496,7,93.3103934095241,16.707104924773382,5.5850725174,19.8370952606,1.3484561443,0,1.008769989,0.3207740784,0.6879959106,,,
Gaia DR2 2674081857222371072,325.14114988425337,-2.7560889193371536,21h40m33.88s,-02d45m21.92s,96,1086.7888623331032,2.4143107081869624,450.1445617676,18.0980033875,9,267.62392533348077,24.86323161387431,10.7638435364,19.2825756073,10,1282.4228265845761,8.433407051107826,152.0646209717,16.9918422699,1.4262629747,1,2.2907333374,1.1845722198,1.1061611176,,,
Gaia DR2 2674130132654828160,325.07527731854117,-2.6943377398608286,21h40m18.07s,-02d41m39.62s,123,143.66539816968117,1.072144470869158,133.9981689453,20.2949848175,9,55.52156850705937,11.632627020605756,4.7729172707,20.990234375,13,138.0222571721769,13.633141125190656,10.1240243912,19.4120464325,1.3471846581,0,1.5781879425,0.6952495575,0.882938385,,,
Gaia DR2 2674130240028783744,325.056525448873,-2.6828554954477686,21h40m13.57s,-02d40m58.28s,119,149.9263848393725,1.069060426528241,140.2412567139,20.248670578,7,31.017845210815512,8.712529750591562,3.5601422787,21.6223583221,13,180.40060348977954,8.580662790348024,21.0240879059,19.1213245392,1.4101483822,0,2.501033783,1.3736877441,1.1273460388,,,
Gaia DR2 2674138482071560192,324.77838231696524,-2.6867230566561178,21h39m06.81s,-02d41m12.20s,123,219.70212365645824,1.3006512387935005,168.9170074463,19.8337802887,11,30.2816159906399,5.541734059938248,5.4642853737,21.6484413147,11,264.68613655825754,22.216031231670758,11.9141950607,18.7050914764,1.3425803185,0,2.9433498383,1.814661026,1.1286888123,,,
Gaia DR2 2674039388585014144,324.92186001843857,-3.2025234634457904,21h39m41.25s,-03d12m09.08s,132,1692.8985389823365,2.3849731039156015,709.8187255859,17.6167888641,13,848.5660807625493,10.23510440195724,82.9074172974,18.02967453,15,1180.0386503740754,9.455740566169245,124.796005249,17.0821800232,1.1983026266,0,0.9474945068,0.4128856659,0.5346088409,,,
